Id	Chr	start	stop	pos_max	max_weight	SI	Size
CNAG_00761	1	2001161	2001189	2001183	1111.96	-1.58737258929	29
CNAG_00774	1	2033174	2033190	2033180	675.2	-0.23765178798	17
CNAG_00774_left	1	2033174	2033190	2033180	675.2	-0.23765178798	17
CNAG_00774_right	1	2033209	2033248	2033226	386.68	-1.68038017047	40
CNAG_00783	1	2061690	2061740	2061703	2514.44	-2.00459842872	51
CNAG_00788	1	2075091	2075106	2075103	344.2	0.0524692034371	16
CNAG_00810	1	2144409	2144423	2144423	888.04	-0.0520760935775	15
CNAG_00811	1	2146565	2146600	2146581	569.84	-0.908708418234	36
CNAG_00816	1	2164887	2164939	2164904	692.52	-2.10248791061	53
CNAG_00821	1	2174669	2174704	2174677	2029.4	-0.826671022926	36
CNAG_00846	1	2241451	2241462	2241455	922.78	0.118297420096	12
CNAG_00848	1	2248687	2248719	2248701	483.56	-0.638015143268	33
CNAG_00866	5	1789773	1789781	1789781	406.18	0.62083998266	9
CNAG_00866_left	5	1789773	1789781	1789781	406.18	0.62083998266	9
CNAG_00866_right	5	1789823	1789823	1789823	177.88	2.0	1
CNAG_00884	5	1732794	1732839	1732824	1831.46	-1.57792139116	46
CNAG_00886	5	1726883	1726924	1726886	507.8	-1.28140811664	42
CNAG_00894	5	1705862	1705872	1705868	4236.14	-0.563133390046	11
CNAG_00897	5	1694544	1694560	1694548	347.52	-0.110400725849	17
CNAG_00897_left	5	1694505	1694526	1694526	167.64	-0.18526598918	22
CNAG_00920	5	1627787	1627815	1627797	397.28	-1.1426681823	29
CNAG_00928	5	1610640	1610670	1610645	403.74	-1.03590489322	31
CNAG_00992	5	1490632	1490706	1490639	1091.68	-2.71640309943	75
CNAG_00996	5	1482455	1482469	1482461	574.2	-0.321312789597	15
CNAG_00996_left	5	1482455	1482469	1482461	574.2	-0.321312789597	15
CNAG_00996_right	5	1482490	1482515	1482498	332.28	-1.23976061554	26
CNAG_01010	5	1442705	1442732	1442726	1618.2	0.12360965675	28
CNAG_01014	5	1435785	1435811	1435808	654.18	-0.397182294287	27
CNAG_01051	5	1342910	1342932	1342931	384.54	0.188064442015	23
CNAG_01052	5	1337367	1337375	1337369	8181.44	0.123533612899	9
CNAG_01060	5	1314289	1314311	1314301	989.6	-0.992203900505	23
CNAG_01082	5	1254545	1254628	1254586	378.8	-1.53723151388	84
CNAG_01117	5	1166913	1166916	1166915	1174.0	0.495769936613	4
CNAG_01117_left	5	1166890	1166895	1166893	941.48	0.164684531488	6
CNAG_01126	5	1139279	1139332	1139313	536.96	-1.52816054392	54
CNAG_01159	5	1049113	1049125	1049117	523.12	-0.331300623261	13
CNAG_01164	5	1033668	1033678	1033673	574.16	-0.133274477029	11
CNAG_01170	5	1017270	1017300	1017293	3080.58	-1.52618557448	31
CNAG_01213	5	906852	906866	906863	761.72	-0.50233118271	15
CNAG_01228	5	879235	879242	879239	353.02	0.467811697164	8
CNAG_01228_left	5	879235	879242	879239	353.02	0.467811697164	8
CNAG_01228_right	5	879279	879287	879280	188.52	1.11017520313	9
CNAG_01253	5	795071	795108	795077	903.72	-1.3729057453	38
CNAG_01255	5	792944	792950	792945	535.6	0.427432390689	7
CNAG_01273	5	734164	734207	734168	761.92	-1.1696919388	44
CNAG_01317	5	609197	609210	609201	489.94	-0.493404381997	14
CNAG_01332	5	581030	581045	581041	4581.3	-0.576793869256	16
CNAG_01348	5	536149	536158	536150	2519.86	0.177555494477	10
CNAG_01395	5	414194	414245	414218	339.26	-0.962629823114	52
CNAG_01400	5	403707	403744	403734	485.88	-0.686180257303	38
CNAG_01414	5	371741	371802	371772	2003.98	-2.68114499248	62
CNAG_01418	5	363427	363433	363432	899.7	0.267445085078	7
CNAG_01451	5	281501	281517	281506	336.18	-0.234686095814	17
CNAG_01493	11	103466	103480	103473	1030.68	-0.397409099455	15
CNAG_01526	11	186187	186191	186188	926.76	0.914639087701	5
CNAG_01539	11	237184	237195	237194	645.42	0.359488755918	12
CNAG_01563	11	294723	294733	294728	630.26	0.113227905578	11
CNAG_01577	11	340441	340460	340447	1862.62	-0.256943309321	20
CNAG_01586	11	361071	361097	361080	3266.14	-1.10091568269	27
CNAG_01593	11	374454	374492	374463	411.26	-1.31894439542	39
CNAG_01632	11	469645	469666	469648	1376.0	-0.579119526237	22
CNAG_01648	11	514856	514860	514859	1670.82	0.106749978529	5
CNAG_01654	11	533883	533927	533920	723.98	-0.65240064809	45
CNAG_01655	11	537374	537406	537382	858.9	-0.428349846287	33
CNAG_01686	11	610995	611057	611017	549.76	-1.84019838431	63
CNAG_01709	11	677737	677776	677766	960.12	-1.27177760344	40
CNAG_01713	11	686757	686792	686758	4389.74	-0.692812912544	36
CNAG_01733	11	749127	749146	749130	515.48	-0.294925397827	20
CNAG_01744	11	772971	773060	773037	2103.86	-2.25633696848	90
CNAG_01750	11	790211	790222	790213	2465.52	-0.438206100099	12
CNAG_01761	11	817716	817731	817726	4259.76	-0.421772390117	16
CNAG_01777	11	862571	862607	862585	387.78	-1.12889909981	37
CNAG_01799	11	961209	961239	961213	501.04	-1.83485766942	31
CNAG_01812	11	985711	985738	985715	619.16	0.136525409079	28
CNAG_01834	11	1037832	1037878	1037858	446.52	-1.73723367379	47
CNAG_01842	11	1059375	1059385	1059378	370.36	0.374651957079	11
CNAG_01876	11	1156918	1156942	1156924	410.72	-0.199475382172	25
CNAG_01915	11	1256329	1256338	1256338	1236.76	-0.221924498899	10
CNAG_01924	11	1277360	1277386	1277374	391.0	-0.709253363108	27
CNAG_01942	11	1330964	1331000	1330980	499.68	-1.36955509773	37
CNAG_01962	11	1376712	1376725	1376724	403.3	0.734093001175	14
CNAG_02007	11	1517173	1517180	1517177	483.2	-0.382891004213	8
CNAG_02022	6	1411930	1411982	1411959	503.32	-1.50622311168	53
CNAG_02033	6	1371658	1371667	1371666	370.22	-0.328885758229	10
CNAG_02078	6	1260823	1260833	1260825	14130.28	0.419874774446	11
CNAG_02079	6	1258970	1259003	1258972	455.16	-1.9819729322	34
CNAG_02084	6	1241790	1241834	1241828	363.5	-1.75201743594	45
CNAG_02091	6	1223526	1223558	1223536	746.7	-1.5519040602	33
CNAG_02106	6	1173957	1174005	1173991	477.3	-1.66949393532	49
CNAG_02116	6	1149334	1149408	1149385	585.96	-1.90942008041	75
CNAG_02128	6	1125477	1125510	1125487	1678.2	-1.03870585155	34
CNAG_02130	6	1119648	1119668	1119662	612.6	-0.272945910554	21
CNAG_02139	6	1095693	1095755	1095710	507.84	-1.62209600477	63
CNAG_02140	6	1092627	1092648	1092628	796.22	0.27891256558	22
CNAG_02177	6	987031	987078	987078	1131.86	-1.78010209694	48
CNAG_02186	6	959202	959214	959211	377.78	0.0948584269407	13
CNAG_02213	6	903968	903994	903988	439.92	-1.36725741223	27
CNAG_02222	6	874394	874445	874418	339.64	-0.898958671918	52
CNAG_02263	6	755048	755065	755061	5500.18	-0.775191260057	18
CNAG_02290	6	689285	689304	689303	1360.9	-0.279235648161	20
CNAG_02326	6	606060	606096	606090	1655.88	-1.51511914434	37
CNAG_02331	6	591428	591450	591441	1141.94	-0.0265559536423	23
CNAG_02378	6	477306	477379	477337	3348.04	-2.47790127178	74
CNAG_02418	6	376026	376057	376048	514.36	-1.57158376876	32
CNAG_02437	6	331038	331070	331044	610.16	-0.928520809178	33
CNAG_02447	6	307362	307379	307373	661.56	-0.111422719667	18
CNAG_02470	6	232890	232911	232905	590.98	-0.601197722298	22
CNAG_02482	6	199618	199651	199646	394.78	-0.861989593218	34
CNAG_02495	6	163902	163943	163923	763.64	-1.77277644927	42
CNAG_02501	6	149401	149448	149430	530.94	-0.798585773795	48
CNAG_02503	6	145106	145152	145132	450.78	-0.854576321779	47
CNAG_02565	3	1357223	1357229	1357226	1475.04	0.182158320318	7
CNAG_02655	3	1111149	1111210	1111192	492.58	-2.06811824815	62
CNAG_02686	3	1018818	1018852	1018848	541.22	-1.67074449728	35
CNAG_02692	3	1005364	1005400	1005388	1499.32	-1.02779208815	37
CNAG_02701	3	970381	970392	970383	859.68	-0.358467776503	12
CNAG_02710	3	946745	946753	946751	1509.24	-0.00139855249949	9
CNAG_02714	3	935073	935089	935079	1309.56	-0.796317500999	17
CNAG_02751	3	845537	845545	845541	1520.46	0.169354614201	9
CNAG_02813	3	714143	714171	714158	2056.48	-1.37779220863	29
CNAG_02815	3	709436	709459	709447	1596.36	-1.40623970729	24
CNAG_02833	3	661669	661716	661680	455.3	-0.82667008577	48
CNAG_02845	3	631941	631950	631950	1815.86	0.710672319046	10
CNAG_02854	3	609102	609118	609104	376.98	-0.0976732049144	17
CNAG_02860	3	590120	590187	590134	678.34	-1.51826115276	68
CNAG_02877	3	551346	551388	551360	1736.34	-0.534223032044	43
CNAG_02907	3	485220	485236	485226	1555.98	-0.574870809048	17
CNAG_02923	3	442365	442401	442379	882.84	-1.42392457115	37
CNAG_02924	3	439683	439700	439700	637.68	0.499925818142	18
CNAG_02925	3	436991	437016	437016	605.5	-0.630792519164	26
CNAG_02938	3	396909	396934	396920	1281.26	-0.535688015635	26
CNAG_02941	3	387804	387835	387808	363.78	-1.22531265547	32
CNAG_02952	3	360461	360509	360491	459.84	-1.45431268865	49
CNAG_02967	3	320827	320871	320833	1045.54	-0.920399616242	45
CNAG_02985	3	276004	276054	276005	613.82	-1.2671580354	51
CNAG_02986	3	274001	274052	274028	1044.64	-1.9804316963	52
CNAG_02994	3	256985	257038	256987	615.52	-1.21051670199	54
CNAG_03004	3	231235	231273	231266	592.62	-0.835023550794	39
CNAG_03007	3	225777	225787	225780	6423.68	-0.0710737647704	11
CNAG_03015	3	204259	204299	204260	550.52	-0.495479829076	41
CNAG_03049	3	121507	121509	121508	8431.42	1.10154497211	3
CNAG_03065	3	74414	74436	74435	422.84	-0.723601268723	23
CNAG_03072	3	60287	60295	60293	4140.1	-0.13123280898	9
CNAG_03113	8	83365	83399	83376	1510.32	-0.961259934199	35
CNAG_03140	8	171316	171327	171326	2177.62	0.315300504481	12
CNAG_03142	8	173617	173625	173624	31187.1	-0.285339657971	9
CNAG_03183	8	280483	280491	280484	484.12	0.813041801285	9
CNAG_03205	8	343811	343845	343836	539.48	-1.47672455533	35
CNAG_03213	8	362214	362229	362217	546.06	-0.0226001345158	16
CNAG_03225	8	388929	388940	388939	1642.8	-0.0684417022394	12
CNAG_03226	8	390726	390778	390777	599.96	-1.58515578527	53
CNAG_03260	8	511402	511443	511442	653.98	-1.65134611013	42
CNAG_03266	8	524402	524442	524409	399.54	-1.67192763165	41
CNAG_03268	8	528635	528653	528638	695.96	-0.237421361001	19
CNAG_03281	8	561211	561227	561225	513.58	0.140135539689	17
CNAG_03290	8	578070	578102	578095	480.52	-1.30237078814	33
CNAG_03297	8	596346	596353	596353	942.3	0.512315117712	8
CNAG_03298	8	597430	597444	597440	2129.74	-0.357109599617	15
CNAG_03301	8	603529	603561	603549	623.36	-1.18640918474	33
CNAG_03315	8	633187	633219	633206	531.62	-1.01284181245	33
CNAG_03322	8	648143	648187	648145	344.22	-1.11606944271	45
CNAG_03345	8	704204	704246	704213	897.88	-1.09856483221	43
CNAG_03388	8	823654	823687	823664	338.34	-0.890076811869	34
CNAG_03399	8	854931	854958	854945	478.04	-0.698419927474	28
CNAG_03439	8	956404	956456	956441	446.48	-2.22190060867	53
CNAG_03448	8	973910	973971	973929	363.42	-0.627949083198	62
CNAG_03476	8	1058819	1058820	1058820	615.94	1.39893930445	2
CNAG_03476_left	8	1058819	1058820	1058820	615.94	1.39893930445	2
CNAG_03476_right	8	1058839	1058860	1058839	550.6	0.884368337292	22
CNAG_03517	8	1171258	1171301	1171283	455.88	-1.2792113115	44
CNAG_03589	8	1352891	1352908	1352904	643.32	-0.164009307753	18
CNAG_03596	2	289957	290015	289993	1255.76	-2.12614610657	59
CNAG_03629	2	389679	389683	389682	1052.56	0.612924748847	5
CNAG_03631	2	392294	392336	392306	545.72	-1.66028642062	43
CNAG_03666	2	484804	484846	484805	382.82	-0.208571634584	43
CNAG_03753	2	708509	708514	708513	500.02	0.248425817489	6
CNAG_03759	2	726263	726279	726277	1553.72	-0.192173534271	17
CNAG_03775	2	786899	786929	786921	547.7	-1.42522599132	31
CNAG_03791	2	827518	827549	827543	335.38	-0.454792205824	32
CNAG_03814	2	913268	913285	913281	577.46	-0.838767102348	18
CNAG_03820	2	927597	927614	927600	1191.38	-1.10054202628	18
CNAG_03824	2	936656	936681	936658	412.18	-0.378737313719	26
CNAG_03839	2	977460	977474	977461	346.66	0.22218329937	15
CNAG_03864	2	1040431	1040473	1040471	380.8	-1.43401023334	43
CNAG_03873	2	1058768	1058791	1058782	775.1	-0.748363170074	24
CNAG_03887	2	1100303	1100333	1100319	688.56	-1.60809380975	31
CNAG_03891	2	1111495	1111531	1111512	998.56	-0.930549428861	37
CNAG_03904	2	1147003	1147026	1147024	392.88	-0.881261738377	24
CNAG_03968	2	1299256	1299279	1299277	376.16	-1.47742350883	24
CNAG_03975	2	1315120	1315137	1315126	1182.26	-0.808741740752	18
CNAG_03983	2	1332264	1332299	1332284	1195.44	-1.89127338006	36
CNAG_04014	2	1403636	1403683	1403669	461.18	-1.62939977822	48
CNAG_04027	2	1438783	1438794	1438787	12324.32	-0.101499981343	12
CNAG_04032	2	1450614	1450647	1450635	357.58	0.335319474872	34
CNAG_04050	2	1498427	1498469	1498456	349.9	-1.36498514297	43
CNAG_04064	2	1535259	1535297	1535287	2083.28	-1.64748148061	39
CNAG_04106	9	21753	21775	21771	769.82	-0.826171465392	23
CNAG_04106_left	9	21753	21775	21771	769.82	-0.826171465392	23
CNAG_04106_right	9	21806	21813	21811	194.2	0.182585342906	8
CNAG_04155	9	152104	152146	152127	757.6	-2.28992174107	43
CNAG_04179	9	217276	217279	217279	2823.2	1.26712208228	4
CNAG_04189	9	242882	242940	242889	436.44	-1.82362919382	59
CNAG_04204	9	286257	286268	286267	810.22	-0.201808850098	12
CNAG_04227	9	349172	349202	349202	357.44	-0.790525335157	31
CNAG_04237	9	366175	366208	366207	936.14	-1.43231014299	34
CNAG_04273	9	451528	451576	451550	511.72	-1.52225985228	49
CNAG_04328	9	581118	581136	581135	555.8	0.0864572323966	19
CNAG_04332	9	591249	591283	591273	747.18	-1.1904868727	35
CNAG_04369	9	691203	691242	691229	564.5	-1.20010113004	40
CNAG_04371	9	700163	700202	700179	387.92	-1.08780210345	40
CNAG_04373	9	703824	703827	703826	1364.48	0.96380691383	4
CNAG_04375	9	710242	710261	710258	503.72	-0.953755031011	20
CNAG_04414	9	791630	791713	791670	352.26	-1.32126848932	84
CNAG_04441	9	879014	879036	879015	1411.04	-0.0167055724193	23
CNAG_04485	9	989583	989592	989584	2171.04	0.190907664134	10
CNAG_04502	9	1030766	1030807	1030803	604.04	-1.58036290675	42
CNAG_04510	9	1051400	1051423	1051407	492.84	-0.77870994433	24
CNAG_04566	10	1020394	1020427	1020412	544.3	-1.81980915951	34
CNAG_04659	10	756894	756913	756913	2199.78	-0.96392998532	20
CNAG_04666	10	736184	736203	736203	806.1	-0.0644847869404	20
CNAG_04668	10	733563	733604	733578	463.54	-1.41570099179	42
CNAG_04674	10	724428	724467	724455	765.54	-1.17253963134	40
CNAG_04683	10	705802	705822	705821	538.88	-0.168067818099	21
CNAG_04694	10	679557	679568	679560	884.9	-0.404581628308	12
CNAG_04698	10	665603	665636	665632	887.0	-1.47128428256	34
CNAG_04726	10	570621	570655	570628	1007.92	-1.21726992794	35
CNAG_04730	10	561522	561620	561549	764.46	-2.72080876101	99
CNAG_04739	10	533832	533869	533839	401.26	-0.276410419328	38
CNAG_04763	10	468487	468509	468505	2404.12	-0.482085423559	23
CNAG_04765	10	464307	464321	464314	574.08	-1.02916021194	15
CNAG_04799	10	371374	371397	371397	3244.84	-0.387544773221	24
CNAG_04823	10	307682	307780	307752	352.76	-2.64054705555	99
CNAG_04838	10	271791	271847	271836	371.12	-1.30602849879	57
CNAG_04840	10	267067	267093	267076	4659.06	-1.3412342447	27
CNAG_04842	10	260511	260535	260512	598.46	0.413842762242	25
CNAG_04857	10	199357	199361	199358	2832.08	0.817233898377	5
CNAG_04900	10	79165	79193	79178	373.92	-1.45791771069	29
CNAG_04906	10	61258	61307	61274	336.8	-1.25668994975	50
CNAG_04925	10	13101	13149	13124	426.58	-1.61342590047	49
CNAG_04938	4	26273	26300	26281	520.16	-0.99103251087	28
CNAG_04969	4	113688	113759	113690	676.98	-2.08151887984	72
CNAG_04984	4	148950	148950	148950	2620.76	2.0	1
CNAG_05011	4	222653	222693	222676	467.06	-1.33375445961	41
CNAG_05041	4	286000	286035	286013	452.08	-1.36217357382	36
CNAG_05060	4	326401	326425	326421	365.04	-0.349522889726	25
CNAG_05068	4	347475	347495	347476	4763.42	-0.876419682183	21
CNAG_05074	4	368856	368902	368873	437.1	-0.722046494089	47
CNAG_05146	4	552198	552234	552227	854.02	-1.81817788603	37
CNAG_05156	4	582967	582975	582974	573.24	0.576002877551	9
CNAG_05164	4	599315	599383	599349	714.74	-2.19453465168	69
CNAG_05171	4	621225	621252	621241	433.88	-1.10703466187	28
CNAG_05197	4	694456	694499	694481	781.56	-1.78991854624	44
CNAG_05229	4	787204	787217	787210	421.56	-0.0777740648797	14
CNAG_05251	4	848377	848381	848377	1111.52	1.25275451656	5
CNAG_05273	4	900243	900289	900282	408.68	-0.60148425299	47
CNAG_05282	4	930032	930060	930053	502.98	-0.871011507981	29
CNAG_05309	4	1013117	1013215	1013123	602.72	-1.59839739533	99
CNAG_05311	4	1018324	1018329	1018329	2686.0	0.719153655229	6
CNAG_05350	14	64493	64613	64542	665.78	-2.4535117117	121
CNAG_05363	14	97651	97706	97665	458.82	-2.363937081	56
CNAG_05387	14	174998	175010	175002	1571.28	0.0734629766133	13
CNAG_05391	14	186504	186542	186514	569.5	-0.965638509148	39
CNAG_05410	14	238132	238180	238145	428.38	-1.776358799	49
CNAG_05416	14	252937	252978	252947	857.86	-1.89985244289	42
CNAG_05455	14	355965	355990	355990	2808.06	-1.46211175764	26
CNAG_05465	14	380490	380512	380498	882.2	-1.67081466472	23
CNAG_05480	14	427449	427493	427469	430.02	-1.63314628325	45
CNAG_05521	14	542912	542920	542913	850.86	0.388399502786	9
CNAG_05521_left	14	542912	542920	542913	850.86	0.388399502786	9
CNAG_05521_right	14	542954	542991	542964	233.62	-0.907965080936	38
CNAG_05535	14	584430	584443	584434	374.8	-0.318695356885	14
CNAG_05568	14	663530	663574	663548	938.52	-1.9178176981	45
CNAG_05570	14	665567	665598	665585	361.66	-0.781923652434	32
CNAG_05592	14	729919	729952	729940	1185.64	-1.59170379224	34
CNAG_05619	14	798439	798514	798484	708.38	-2.23855503531	76
CNAG_05633	14	833341	833357	833344	1001.0	-0.568586389784	17
CNAG_05638	14	843614	843666	843630	764.8	-1.16615148012	53
CNAG_05638_left	14	843614	843666	843630	764.8	-1.16615148012	53
CNAG_05638_right	14	843687	843690	843687	244.14	1.33053091628	4
CNAG_05647	14	872328	872369	872334	355.5	-1.2286974165	42
CNAG_05650	14	880887	880944	880935	1998.56	-1.79507367188	58
CNAG_05679	7	596283	596336	596305	521.82	-1.78866815434	54
CNAG_05682	7	603946	603953	603950	1695.12	0.336613698901	8
CNAG_05696	7	640329	640342	640335	2406.74	-0.450854247098	14
CNAG_05698	7	646586	646608	646605	366.04	0.0306530086877	23
CNAG_05711	7	672653	672685	672675	365.26	-0.550998763906	33
CNAG_05714	7	680922	680971	680935	348.68	-0.0386384029136	50
CNAG_05750	7	769619	769641	769625	451.88	-0.87428337022	23
CNAG_05750_left	7	769619	769641	769625	451.88	-0.87428337022	23
CNAG_05750_right	7	769659	769666	769660	134.18	0.162787165453	8
CNAG_05755	7	783294	783338	783314	794.04	-1.78466254125	45
CNAG_05759	7	796690	796755	796709	394.4	-0.874966103829	66
CNAG_05762	7	804220	804246	804238	2438.94	-0.867689458761	27
CNAG_05774	7	841560	841639	841595	1008.7	-2.88821231811	80
CNAG_05782	7	855170	855176	855172	339.02	-0.136847757336	7
CNAG_05793	7	889499	889529	889517	577.66	-1.52194968147	31
CNAG_05797	7	906927	906932	906931	1896.54	0.65946609878	6
CNAG_05797_left	7	906927	906932	906931	1896.54	0.65946609878	6
CNAG_05797_right	7	906956	906968	906959	655.54	-0.158060103575	13
CNAG_05808	7	930671	930729	930704	414.96	-1.41620260251	59
CNAG_05814	7	943042	943057	943051	8487.72	-1.03641391006	16
CNAG_05814_left	7	943042	943057	943051	8487.72	-1.03641391006	16
CNAG_05814_right	7	943078	943082	943082	8260.6	0.918697549584	5
CNAG_05822	7	966057	966082	966063	465.7	-0.663618029959	26
CNAG_05826	7	975339	975376	975360	407.28	-1.25457128564	38
CNAG_05839	7	1013091	1013123	1013101	3339.64	-0.955764016633	33
CNAG_05848	7	1033571	1033609	1033577	1488.32	-1.0828122391	39
CNAG_05853	7	1044617	1044622	1044621	756.94	0.23715754307	6
CNAG_05865	7	1074946	1074976	1074961	1227.36	-1.49981974305	31
CNAG_05871	7	1087836	1087883	1087869	387.02	-1.43247583242	48
CNAG_05872	7	1090532	1090543	1090533	426.96	-0.234346372268	12
CNAG_05886	7	1119865	1119869	1119868	514.34	0.846537365997	5
CNAG_05888	7	1122258	1122310	1122307	491.1	-2.17505170083	53
CNAG_05892	7	1130820	1130846	1130846	384.88	-0.813001947854	27
CNAG_05907	7	1181913	1181916	1181915	382.48	0.630444157533	4
CNAG_05939	7	1267310	1267319	1267315	796.96	-0.205396597357	10
CNAG_05980	7	1392808	1392845	1392829	686.98	-2.1897851537	38
CNAG_05997	12	43353	43379	43367	827.24	-1.45031299408	27
CNAG_05999	12	46335	46365	46350	449.98	-0.571336756953	31
CNAG_06048	12	171906	171960	171942	401.02	-1.17894953515	55
CNAG_06074	12	234888	234903	234895	344.08	-0.162134689675	16
CNAG_06079	12	246125	246168	246153	1451.22	-1.97570281855	44
CNAG_06101	12	309889	309895	309894	2208.74	0.278623711756	7
CNAG_06108	12	331488	331518	331518	451.98	-0.278560038006	31
CNAG_06125	12	378151	378176	378163	17245.94	-1.77557313736	26
CNAG_06140	12	410744	410764	410755	354.7	-0.811296593284	21
CNAG_06140_left	12	410744	410764	410755	354.7	-0.811296593284	21
CNAG_06140_right	12	410794	410799	410796	137.06	0.785244930944	6
CNAG_06144	12	417733	417753	417735	1661.02	-0.327420445723	21
CNAG_06150	12	438225	438236	438232	4981.76	-0.841224985484	12
CNAG_06169	12	505898	505920	505914	1530.44	-0.869370183833	23
CNAG_06180	12	538609	538646	538623	551.48	-1.29076300694	38
CNAG_06216	12	652041	652073	652047	416.94	-0.931901446033	33
CNAG_06248	12	734596	734636	734616	372.74	-0.595248497968	41
CNAG_06297	13	123179	123198	123195	6526.3	-1.67151962068	20
CNAG_06301	13	136993	137028	137012	565.02	-0.485518403481	36
CNAG_06313	13	167680	167702	167689	1568.74	-1.09025268333	23
CNAG_06325	13	197030	197068	197056	474.76	-1.62542018067	39
CNAG_06341	13	247383	247406	247386	442.08	-0.0984820877421	24
CNAG_06386	13	356530	356568	356552	668.56	-1.7620070463	39
CNAG_06404	13	403329	403342	403333	16567.18	-0.416701409866	14
CNAG_06421	13	436226	436244	436229	1928.48	-0.189557827552	19
CNAG_06447	13	509488	509491	509491	3161.8	0.74217055246	4
CNAG_06471	13	565029	565076	565031	372.5	-1.1993720125	48
CNAG_06486	13	644796	644823	644817	391.3	-0.483626867901	28
CNAG_06489	13	652937	652955	652946	492.18	-0.700331006419	19
CNAG_06544	7	70494	70545	70522	1622.56	-0.99031811184	52
CNAG_06574	7	163864	163945	163891	386.14	-1.54409216491	82
CNAG_06594	7	225217	225279	225231	384.76	-1.85376300594	63
CNAG_06605	7	252311	252323	252319	9149.22	-0.528242505107	13
CNAG_06630	7	326236	326288	326271	607.38	-2.36053470445	53
CNAG_06646	7	378610	378648	378633	1591.04	-1.69399470382	39
CNAG_06668	7	428899	428911	428911	3529.56	0.5592044322	13
CNAG_06704	2	267039	267056	267049	597.74	0.017232868136	18
CNAG_06714	2	246081	246110	246095	506.4	-1.50070143174	30
CNAG_06723	2	228424	228440	228440	407.38	0.489786751415	17
CNAG_06747	2	157727	157735	157734	2998.88	-0.274656226821	9
CNAG_06767	2	91015	91036	91031	794.62	-1.39834647949	22
